2025-10-30 16:32:31,150 - INFO - Loading collection from /Users/vigneshshanmugasundaram/Code/github/Search-Engine/data/collection.tsv and filtering by subset...
2025-11-05 22:55:34,183 - INFO - Processed 200000 lines, matched 21973 passages...
2025-11-05 22:55:34,241 - INFO - Processed 300000 lines, matched 32755 passages...
2025-11-05 22:55:34,300 - INFO - Processed 400000 lines, matched 43552 passages...
2025-11-05 22:55:34,357 - INFO - Processed 500000 lines, matched 54489 passages...
2025-11-05 22:55:34,416 - INFO - Processed 600000 lines, matched 65352 passages...
2025-11-05 22:55:34,473 - INFO - Processed 700000 lines, matched 76192 passages...
2025-11-05 22:55:34,531 - INFO - Processed 800000 lines, matched 86950 passages...
2025-11-05 22:55:34,588 - INFO - Processed 900000 lines, matched 97604 passages...
2025-11-05 22:55:34,646 - INFO - Processed 1000000 lines, matched 108440 passages...
2025-11-05 22:55:34,705 - INFO - Processed 1100000 lines, matched 119396 passages...
2025-11-05 22:55:34,762 - INFO - Processed 1200000 lines, matched 130095 passages...
2025-11-05 22:55:34,821 - INFO - Processed 1300000 lines, matched 140841 passages...
2025-11-05 22:55:34,879 - INFO - Processed 1400000 lines, matched 151834 passages...
2025-11-05 22:55:34,942 - INFO - Processed 1500000 lines, matched 162660 passages...
2025-11-05 22:55:35,007 - INFO - Processed 1600000 lines, matched 173594 passages...
2025-11-05 22:55:35,081 - INFO - Processed 1700000 lines, matched 184431 passages...
2025-11-05 22:55:35,140 - INFO - Processed 1800000 lines, matched 195381 passages...
2025-11-05 22:55:35,213 - INFO - Processed 1900000 lines, matched 206357 passages...
2025-11-05 22:55:35,286 - INFO - Processed 2000000 lines, matched 217146 passages...
2025-11-05 22:55:35,346 - INFO - Processed 2100000 lines, matched 228068 passages...
2025-11-05 22:55:35,416 - INFO - Processed 2200000 lines, matched 238898 passages...
2025-11-05 22:55:35,483 - INFO - Processed 2300000 lines, matched 249662 passages...
2025-11-05 22:55:35,544 - INFO - Processed 2400000 lines, matched 260577 passages...
2025-11-05 22:55:35,615 - INFO - Processed 2500000 lines, matched 271264 passages...
2025-11-05 22:55:35,678 - INFO - Processed 2600000 lines, matched 282164 passages...
2025-11-05 22:55:35,741 - INFO - Processed 2700000 lines, matched 292906 passages...
2025-11-05 22:55:35,802 - INFO - Processed 2800000 lines, matched 303753 passages...
2025-11-05 22:55:35,867 - INFO - Processed 2900000 lines, matched 314671 passages...
2025-11-05 22:55:35,925 - INFO - Processed 3000000 lines, matched 325394 passages...
2025-11-05 22:55:35,995 - INFO - Processed 3100000 lines, matched 336177 passages...
2025-11-05 22:55:36,056 - INFO - Processed 3200000 lines, matched 346878 passages...
2025-11-05 22:55:36,120 - INFO - Processed 3300000 lines, matched 357581 passages...
2025-11-05 22:55:36,192 - INFO - Processed 3400000 lines, matched 368525 passages...
2025-11-05 22:55:36,260 - INFO - Processed 3500000 lines, matched 379141 passages...
2025-11-05 22:55:36,322 - INFO - Processed 3600000 lines, matched 390058 passages...
2025-11-05 22:55:36,436 - INFO - Processed 3700000 lines, matched 400735 passages...
2025-11-05 22:55:36,504 - INFO - Processed 3800000 lines, matched 411416 passages...
2025-11-05 22:55:36,587 - INFO - Processed 3900000 lines, matched 422203 passages...
2025-11-05 22:55:36,651 - INFO - Processed 4000000 lines, matched 433138 passages...
2025-11-05 22:55:36,755 - INFO - Processed 4100000 lines, matched 444020 passages...
2025-11-05 22:55:36,826 - INFO - Processed 4200000 lines, matched 454813 passages...
2025-11-05 22:55:36,892 - INFO - Processed 4300000 lines, matched 465622 passages...
2025-11-05 22:55:36,956 - INFO - Processed 4400000 lines, matched 476598 passages...
2025-11-05 22:55:37,016 - INFO - Processed 4500000 lines, matched 487456 passages...
2025-11-05 22:55:37,078 - INFO - Processed 4600000 lines, matched 498267 passages...
2025-11-05 22:55:37,150 - INFO - Processed 4700000 lines, matched 509114 passages...
2025-11-05 22:55:37,217 - INFO - Processed 4800000 lines, matched 519834 passages...
2025-11-05 22:55:37,293 - INFO - Processed 4900000 lines, matched 530610 passages...
2025-11-05 22:55:37,358 - INFO - Processed 5000000 lines, matched 541276 passages...
2025-11-05 22:55:37,420 - INFO - Processed 5100000 lines, matched 552031 passages...
2025-11-05 22:55:37,498 - INFO - Processed 5200000 lines, matched 562672 passages...
2025-11-05 22:55:37,577 - INFO - Processed 5300000 lines, matched 573766 passages...
2025-11-05 22:55:37,655 - INFO - Processed 5400000 lines, matched 584520 passages...
2025-11-05 22:55:37,733 - INFO - Processed 5500000 lines, matched 595466 passages...
2025-11-05 22:55:37,813 - INFO - Processed 5600000 lines, matched 606351 passages...
2025-11-05 22:55:37,904 - INFO - Processed 5700000 lines, matched 617095 passages...
2025-11-05 22:55:37,986 - INFO - Processed 5800000 lines, matched 627883 passages...
2025-11-05 22:55:38,064 - INFO - Processed 5900000 lines, matched 638795 passages...
2025-11-05 22:55:38,136 - INFO - Processed 6000000 lines, matched 649672 passages...
2025-11-05 22:55:38,212 - INFO - Processed 6100000 lines, matched 660251 passages...
2025-11-05 22:55:38,295 - INFO - Processed 6200000 lines, matched 671173 passages...
2025-11-05 22:55:38,380 - INFO - Processed 6300000 lines, matched 681795 passages...
2025-11-05 22:55:38,452 - INFO - Processed 6400000 lines, matched 692642 passages...
2025-11-05 22:55:38,535 - INFO - Processed 6500000 lines, matched 703167 passages...
2025-11-05 22:55:38,598 - INFO - Processed 6600000 lines, matched 713759 passages...
2025-11-05 22:55:38,666 - INFO - Processed 6700000 lines, matched 724480 passages...
2025-11-05 22:55:38,731 - INFO - Processed 6800000 lines, matched 735174 passages...
2025-11-05 22:55:38,802 - INFO - Processed 6900000 lines, matched 745979 passages...
2025-11-05 22:55:38,873 - INFO - Processed 7000000 lines, matched 756770 passages...
2025-11-05 22:55:38,939 - INFO - Processed 7100000 lines, matched 769403 passages...
2025-11-05 22:55:39,005 - INFO - Processed 7200000 lines, matched 786151 passages...
2025-11-05 22:55:39,070 - INFO - Processed 7300000 lines, matched 802674 passages...
2025-11-05 22:55:39,142 - INFO - Processed 7400000 lines, matched 817277 passages...
2025-11-05 22:55:39,214 - INFO - Processed 7500000 lines, matched 832725 passages...
2025-11-05 22:55:39,277 - INFO - Processed 7600000 lines, matched 848053 passages...
2025-11-05 22:55:39,353 - INFO - Processed 7700000 lines, matched 863442 passages...
2025-11-05 22:55:39,424 - INFO - Processed 7800000 lines, matched 878606 passages...
2025-11-05 22:55:39,490 - INFO - Processed 7900000 lines, matched 893972 passages...
2025-11-05 22:55:39,556 - INFO - Processed 8000000 lines, matched 909142 passages...
2025-11-05 22:55:39,625 - INFO - Processed 8100000 lines, matched 920260 passages...
2025-11-05 22:55:39,699 - INFO - Processed 8200000 lines, matched 931094 passages...
2025-11-05 22:55:39,759 - INFO - Processed 8300000 lines, matched 941601 passages...
2025-11-05 22:55:39,825 - INFO - Processed 8400000 lines, matched 952449 passages...
2025-11-05 22:55:39,882 - INFO - Processed 8500000 lines, matched 963200 passages...
2025-11-05 22:55:39,939 - INFO - Processed 8600000 lines, matched 973868 passages...
2025-11-05 22:55:40,002 - INFO - Processed 8700000 lines, matched 984644 passages...
2025-11-05 22:55:40,065 - INFO - Processed 8800000 lines, matched 995413 passages...
2025-11-05 22:55:40,097 - INFO - Collection loading completed in 6.04 seconds
2025-11-05 22:55:40,097 - INFO - Total lines processed: 8841823
2025-11-05 22:55:40,097 - INFO - Matched passages: 1000000
2025-11-05 22:55:40,097 - INFO - Expected passages: 1000000
2025-11-05 22:55:40,097 - INFO - Building BM25 index...
2025-11-05 22:55:40,342 - INFO - Indexed 10000 documents...
2025-11-05 22:55:40,573 - INFO - Indexed 20000 documents...
2025-11-05 22:55:40,820 - INFO - Indexed 30000 documents...
2025-11-05 22:55:41,091 - INFO - Indexed 40000 documents...
2025-11-05 22:55:41,280 - INFO - Indexed 50000 documents...
2025-11-05 22:55:41,471 - INFO - Indexed 60000 documents...
2025-11-05 22:55:41,778 - INFO - Indexed 70000 documents...
2025-11-05 22:55:41,970 - INFO - Indexed 80000 documents...
2025-11-05 22:55:42,163 - INFO - Indexed 90000 documents...
2025-11-05 22:55:42,356 - INFO - Indexed 100000 documents...
2025-11-05 22:55:42,729 - INFO - Indexed 110000 documents...
2025-11-05 22:55:42,919 - INFO - Indexed 120000 documents...
2025-11-05 22:55:43,118 - INFO - Indexed 130000 documents...
2025-11-05 22:55:43,307 - INFO - Indexed 140000 documents...
2025-11-05 22:55:43,504 - INFO - Indexed 150000 documents...
2025-11-05 22:55:43,702 - INFO - Indexed 160000 documents...
2025-11-05 22:55:44,137 - INFO - Indexed 170000 documents...
2025-11-05 22:55:44,336 - INFO - Indexed 180000 documents...
2025-11-05 22:55:44,534 - INFO - Indexed 190000 documents...
2025-11-05 22:55:44,780 - INFO - Indexed 200000 documents...
2025-11-05 22:55:44,989 - INFO - Indexed 210000 documents...
2025-11-05 22:55:45,183 - INFO - Indexed 220000 documents...
2025-11-05 22:55:45,381 - INFO - Indexed 230000 documents...
2025-11-05 22:55:45,585 - INFO - Indexed 240000 documents...
2025-11-05 22:55:45,787 - INFO - Indexed 250000 documents...
2025-11-05 22:55:46,361 - INFO - Indexed 260000 documents...
2025-11-05 22:55:46,569 - INFO - Indexed 270000 documents...
2025-11-05 22:55:46,776 - INFO - Indexed 280000 documents...
2025-11-05 22:55:46,970 - INFO - Indexed 290000 documents...
2025-11-05 22:55:47,176 - INFO - Indexed 300000 documents...
2025-11-05 22:55:47,376 - INFO - Indexed 310000 documents...
2025-11-05 22:55:47,582 - INFO - Indexed 320000 documents...
2025-11-05 22:55:47,785 - INFO - Indexed 330000 documents...
2025-11-05 22:55:47,994 - INFO - Indexed 340000 documents...
2025-11-05 22:55:48,209 - INFO - Indexed 350000 documents...
2025-11-05 22:55:48,405 - INFO - Indexed 360000 documents...
2025-11-05 22:55:48,611 - INFO - Indexed 370000 documents...
2025-11-05 22:55:48,815 - INFO - Indexed 380000 documents...
2025-11-05 22:55:49,568 - INFO - Indexed 390000 documents...
2025-11-05 22:55:49,778 - INFO - Indexed 400000 documents...
2025-11-05 22:55:49,983 - INFO - Indexed 410000 documents...
2025-11-05 22:55:50,222 - INFO - Indexed 420000 documents...
2025-11-05 22:55:50,426 - INFO - Indexed 430000 documents...
2025-11-05 22:55:50,625 - INFO - Indexed 440000 documents...
2025-11-05 22:55:50,894 - INFO - Indexed 450000 documents...
2025-11-05 22:55:51,096 - INFO - Indexed 460000 documents...
2025-11-05 22:55:51,299 - INFO - Indexed 470000 documents...
2025-11-05 22:55:51,498 - INFO - Indexed 480000 documents...
2025-11-05 22:55:51,704 - INFO - Indexed 490000 documents...
2025-11-05 22:55:51,906 - INFO - Indexed 500000 documents...
2025-11-05 22:55:52,109 - INFO - Indexed 510000 documents...
2025-11-05 22:55:52,318 - INFO - Indexed 520000 documents...
2025-11-05 22:55:52,530 - INFO - Indexed 530000 documents...
2025-11-05 22:55:52,739 - INFO - Indexed 540000 documents...
2025-11-05 22:55:52,943 - INFO - Indexed 550000 documents...
2025-11-05 22:55:53,151 - INFO - Indexed 560000 documents...
2025-11-05 22:55:53,365 - INFO - Indexed 570000 documents...
2025-11-05 22:55:54,396 - INFO - Indexed 580000 documents...
2025-11-05 22:55:54,620 - INFO - Indexed 590000 documents...
2025-11-05 22:55:54,824 - INFO - Indexed 600000 documents...
2025-11-05 22:55:55,029 - INFO - Indexed 610000 documents...
2025-11-05 22:55:55,232 - INFO - Indexed 620000 documents...
2025-11-05 22:55:55,444 - INFO - Indexed 630000 documents...
2025-11-05 22:55:55,667 - INFO - Indexed 640000 documents...
2025-11-05 22:55:55,919 - INFO - Indexed 650000 documents...
2025-11-05 22:55:56,172 - INFO - Indexed 660000 documents...
2025-11-05 22:55:56,398 - INFO - Indexed 670000 documents...
2025-11-05 22:55:56,686 - INFO - Indexed 680000 documents...
2025-11-05 22:55:57,007 - INFO - Indexed 690000 documents...
2025-11-05 22:55:57,339 - INFO - Indexed 700000 documents...
2025-11-05 22:55:57,623 - INFO - Indexed 710000 documents...
2025-11-05 22:55:57,854 - INFO - Indexed 720000 documents...
2025-11-05 22:55:58,081 - INFO - Indexed 730000 documents...
2025-11-05 22:55:58,298 - INFO - Indexed 740000 documents...
2025-11-05 22:55:58,579 - INFO - Indexed 750000 documents...
2025-11-05 22:55:58,812 - INFO - Indexed 760000 documents...
2025-11-05 22:55:59,016 - INFO - Indexed 770000 documents...
2025-11-05 22:55:59,218 - INFO - Indexed 780000 documents...
2025-11-05 22:55:59,419 - INFO - Indexed 790000 documents...
2025-11-05 22:55:59,628 - INFO - Indexed 800000 documents...
2025-11-05 22:55:59,829 - INFO - Indexed 810000 documents...
2025-11-05 22:56:00,036 - INFO - Indexed 820000 documents...
2025-11-05 22:56:00,234 - INFO - Indexed 830000 documents...
2025-11-05 22:56:00,432 - INFO - Indexed 840000 documents...
2025-11-05 22:56:00,636 - INFO - Indexed 850000 documents...
2025-11-05 22:56:00,836 - INFO - Indexed 860000 documents...
2025-11-05 22:56:02,243 - INFO - Indexed 870000 documents...
2025-11-05 22:56:02,469 - INFO - Indexed 880000 documents...
2025-11-05 22:56:02,678 - INFO - Indexed 890000 documents...
2025-11-05 22:56:02,880 - INFO - Indexed 900000 documents...
2025-11-05 22:56:03,085 - INFO - Indexed 910000 documents...
2025-11-05 22:56:03,282 - INFO - Indexed 920000 documents...
2025-11-05 22:56:03,473 - INFO - Indexed 930000 documents...
2025-11-05 22:56:03,672 - INFO - Indexed 940000 documents...
2025-11-05 22:56:03,876 - INFO - Indexed 950000 documents...
2025-11-05 22:56:04,082 - INFO - Indexed 960000 documents...
2025-11-05 22:56:04,289 - INFO - Indexed 970000 documents...
2025-11-05 22:56:04,493 - INFO - Indexed 980000 documents...
2025-11-05 22:56:04,695 - INFO - Indexed 990000 documents...
2025-11-05 22:56:04,898 - INFO - Indexed 1000000 documents...
2025-11-05 22:56:04,901 - INFO - Index finalized with 1000000 documents, avg length: 57.38
2025-11-05 22:56:04,901 - INFO - BM25 index built in 24.80 seconds
2025-11-05 22:56:04,901 - INFO - Saving BM25 index to /Users/vigneshshanmugasundaram/Code/github/Search-Engine/bm25/bm25_subset_index.pkl
2025-11-05 22:56:22,352 - INFO - Index saved in 17.45 seconds
2025-11-05 22:56:22,352 - INFO - Testing search with sample query...
2025-11-05 22:56:22,352 - INFO - Searching for terms: ['search', 'engine', 'information', 'retrieval']
2025-11-05 22:57:20,801 - INFO - Search results:
2025-11-05 22:57:20,801 - INFO - 1. Document ID: 7656203, Score: 27.7998
2025-11-05 22:57:20,801 - INFO -    Text: Queries per Second. Queries Per Second (QPS) is a common measure of the amount of search traffic an ...
2025-11-05 22:57:20,801 - INFO - 2. Document ID: 188062, Score: 25.8606
2025-11-05 22:57:20,801 - INFO -    Text: Discounted cumulative gain (DCG) is a measure of ranking quality. In information retrieval, it is of...
2025-11-05 22:57:20,801 - INFO - 3. Document ID: 5250874, Score: 24.4206
2025-11-05 22:57:20,801 - INFO -    Text: PubMed is a free search engine accessing primarily the MEDLINE database of references and abstracts ...
2025-11-05 22:57:20,801 - INFO - 4. Document ID: 66787, Score: 21.4682
2025-11-05 22:57:20,801 - INFO -    Text: Web search engine. A web search engine is a software system that is designed to search for informati...
2025-11-05 22:57:20,801 - INFO - 5. Document ID: 2502427, Score: 21.2185
2025-11-05 22:57:20,801 - INFO -    Text: Semantic information retrieval method have exploited the advantages of the semantic web to retrieve ...
2025-11-05 22:57:20,801 - INFO - BM25 subset index built and saved successfully!
2025-11-05 22:57:20,801 - INFO - Total process time: 106.89 seconds
2025-11-05 22:57:20,801 - INFO - Index file: /Users/vigneshshanmugasundaram/Code/github/Search-Engine/bm25/bm25_subset_index.pkl
